sentence #,pattern,benefit_type,requirement_text,word,POS,tags
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,a,DT,O
sentence 30,"Includes prescription drugs and over-the-counter drugs, whether purchased at a pharmacy or administered by a licensed medical professional, such as a physician.",DRUG,Drugs,physician,NN,O
sentence 31,"The following are examples of drugs covered by Part B:
    - Drugs infused through an item of durable medical equipment, such as an infusion pump or nebulizer;
    - Antigens prepared by a provider and given by a properly-instructed person under appropriate supervision;
    - Injectable osteoporosis drugs;
    - Erythropoiesis-stimulating agents;
    - Blood clotting factors;
    - Injectable and infused drugs given by a licensed medical provider;
    - Some oral End-Stage Renal Disease (ESRD) drugs available in injectable form and covered under the Part B ESRD benefit;
    - Intravenous Immune Globulin (IVIG) provided in the home for people with a diagnosis of primary immune deficiency disease;
    - Flu, pneumococcal, and Hepatitis B shots (vaccinations), and other vaccines when they're directly related to the treatment of an injury or illness;
    - Transplant drugs (also called immunosuppressive drugs) under certain conditions;
    - Some oral cancer drugs;
    - Some oral anti-nausea drugs administered with chemotherapy; and
    - Some self-administered drugs in hospital outpatient settings, 
    - (If covered) Part B Step Therapy
2) Minimum copay for selected covered drugs administered by durable medical equipment (DME), this includes mail order prescriptions.",DRUG,Drugs,The,DT,O
sentence 31,"The following are examples of drugs covered by Part B:
    - Drugs infused through an item of durable medical equipment, such as an infusion pump or nebulizer;
    - Antigens prepared by a provider and given by a properly-instructed person under appropriate supervision;
    - Injectable osteoporosis drugs;
    - Erythropoiesis-stimulating agents;
    - Blood clotting factors;
    - Injectable and infused drugs given by a licensed medical provider;
    - Some oral End-Stage Renal Disease (ESRD) drugs available in injectable form and covered under the Part B ESRD benefit;
    - Intravenous Immune Globulin (IVIG) provided in the home for people with a diagnosis of primary immune deficiency disease;
    - Flu, pneumococcal, and Hepatitis B shots (vaccinations), and other vaccines when they're directly related to the treatment of an injury or illness;
    - Transplant drugs (also called immunosuppressive drugs) under certain conditions;
    - Some oral cancer drugs;
    - Some oral anti-nausea drugs administered with chemotherapy; and
    - Some self-administered drugs in hospital outpatient settings, 
    - (If covered) Part B Step Therapy
2) Minimum copay for selected covered drugs administered by durable medical equipment (DME), this includes mail order prescriptions.",DRUG,Drugs,following,NN,O
sentence 31,"The following are examples of drugs covered by Part B:
    - Drugs infused through an item of durable medical equipment, such as an infusion pump or nebulizer;
    - Antigens prepared by a provider and given by a properly-instructed person under appropriate supervision;
    - Injectable osteoporosis drugs;
    - Erythropoiesis-stimulating agents;
    - Blood clotting factors;
    - Injectable and infused drugs given by a licensed medical provider;
    - Some oral End-Stage Renal Disease (ESRD) drugs available in injectable form and covered under the Part B ESRD benefit;
    - Intravenous Immune Globulin (IVIG) provided in the home for people with a diagnosis of primary immune deficiency disease;
    - Flu, pneumococcal, and Hepatitis B shots (vaccinations), and other vaccines when they're directly related to the treatment of an injury or illness;
    - Transplant drugs (also called immunosuppressive drugs) under certain conditions;
    - Some oral cancer drugs;
    - Some oral anti-nausea drugs administered with chemotherapy; and
    - Some self-administered drugs in hospital outpatient settings, 
    - (If covered) Part B Step Therapy
2) Minimum copay for selected covered drugs administered by durable medical equipment (DME), this includes mail order prescriptions.",DRUG,Drugs,are,VBP,O
sentence 31,"The following are examples of drugs covered by Part B:
    - Drugs infused through an item of durable medical equipment, such as an infusion pump or nebulizer;
    - Antigens prepared by a provider and given by a properly-instructed person under appropriate supervision;
    - Injectable osteoporosis drugs;
    - Erythropoiesis-stimulating agents;
    - Blood clotting factors;
    - Injectable and infused drugs given by a licensed medical provider;
    - Some oral End-Stage Renal Disease (ESRD) drugs available in injectable form and covered under the Part B ESRD benefit;
    - Intravenous Immune Globulin (IVIG) provided in the home for people with a diagnosis of primary immune deficiency disease;
    - Flu, pneumococcal, and Hepatitis B shots (vaccinations), and other vaccines when they're directly related to the treatment of an injury or illness;
    - Transplant drugs (also called immunosuppressive drugs) under certain conditions;
    - Some oral cancer drugs;
    - Some oral anti-nausea drugs administered with chemotherapy; and
    - Some self-administered drugs in hospital outpatient settings, 
    - (If covered) Part B Step Therapy
2) Minimum copay for selected covered drugs administered by durable medical equipment (DME), this includes mail order prescriptions.",DRUG,Drugs,examples,NNS,O
sentence 31,"The following are examples of drugs covered by Part B:
    - Drugs infused through an item of durable medical equipment, such as an infusion pump or nebulizer;
    - Antigens prepared by a provider and given by a properly-instructed person under appropriate supervision;
    - Injectable osteoporosis drugs;
    - Erythropoiesis-stimulating agents;
    - Blood clotting factors;
    - Injectable and infused drugs given by a licensed medical provider;
    - Some oral End-Stage Renal Disease (ESRD) drugs available in injectable form and covered under the Part B ESRD benefit;
    - Intravenous Immune Globulin (IVIG) provided in the home for people with a diagnosis of primary immune deficiency disease;
    - Flu, pneumococcal, and Hepatitis B shots (vaccinations), and other vaccines when they're directly related to the treatment of an injury or illness;
    - Transplant drugs (also called immunosuppressive drugs) under certain conditions;
    - Some oral cancer drugs;
    - Some oral anti-nausea drugs administered with chemotherapy; and
    - Some self-administered drugs in hospital outpatient settings, 
    - (If covered) Part B Step Therapy
2) Minimum copay for selected covered drugs administered by durable medical equipment (DME), this includes mail order prescriptions.",DRUG,Drugs,of,IN,O
sentence 31,"The following are examples of drugs covered by Part B:
    - Drugs infused through an item of durable medical equipment, such as an infusion pump or nebulizer;
    - Antigens prepared by a provider and given by a properly-instructed person under appropriate supervision;
    - Injectable osteoporosis drugs;
    - Erythropoiesis-stimulating agents;
    - Blood clotting factors;
    - Injectable and infused drugs given by a licensed medical provider;
    - Some oral End-Stage Renal Disease (ESRD) drugs available in injectable form and covered under the Part B ESRD benefit;
    - Intravenous Immune Globulin (IVIG) provided in the home for people with a diagnosis of primary immune deficiency disease;
    - Flu, pneumococcal, and Hepatitis B shots (vaccinations), and other vaccines when they're directly related to the treatment of an injury or illness;
    - Transplant drugs (also called immunosuppressive drugs) under certain conditions;
    - Some oral cancer drugs;
    - Some oral anti-nausea drugs administered with chemotherapy; and
    - Some self-administered drugs in hospital outpatient settings, 
    - (If covered) Part B Step Therapy
2) Minimum copay for selected covered drugs administered by durable medical equipment (DME), this includes mail order prescriptions.",DRUG,Drugs,drugs,NNS,O
sentence 31,"The following are examples of drugs covered by Part B:
    - Drugs infused through an item of durable medical equipment, such as an infusion pump or nebulizer;
    - Antigens prepared by a provider and given by a properly-instructed person under appropriate supervision;
    - Injectable osteoporosis drugs;
    - Erythropoiesis-stimulating agents;
    - Blood clotting factors;
    - Injectable and infused drugs given by a licensed medical provider;
    - Some oral End-Stage Renal Disease (ESRD) drugs available in injectable form and covered under the Part B ESRD benefit;
    - Intravenous Immune Globulin (IVIG) provided in the home for people with a diagnosis of primary immune deficiency disease;
    - Flu, pneumococcal, and Hepatitis B shots (vaccinations), and other vaccines when they're directly related to the treatment of an injury or illness;
    - Transplant drugs (also called immunosuppressive drugs) under certain conditions;
    - Some oral cancer drugs;
    - Some oral anti-nausea drugs administered with chemotherapy; and
    - Some self-administered drugs in hospital outpatient settings, 
    - (If covered) Part B Step Therapy
2) Minimum copay for selected covered drugs administered by durable medical equipment (DME), this includes mail order prescriptions.",DRUG,Drugs,covered,VBN,O
sentence 31,"The following are examples of drugs covered by Part B:
    - Drugs infused through an item of durable medical equipment, such as an infusion pump or nebulizer;
    - Antigens prepared by a provider and given by a properly-instructed person under appropriate supervision;
    - Injectable osteoporosis drugs;
    - Erythropoiesis-stimulating agents;
    - Blood clotting factors;
    - Injectable and infused drugs given by a licensed medical provider;
    - Some oral End-Stage Renal Disease (ESRD) drugs available in injectable form and covered under the Part B ESRD benefit;
    - Intravenous Immune Globulin (IVIG) provided in the home for people with a diagnosis of primary immune deficiency disease;
    - Flu, pneumococcal, and Hepatitis B shots (vaccinations), and other vaccines when they're directly related to the treatment of an injury or illness;
    - Transplant drugs (also called immunosuppressive drugs) under certain conditions;
    - Some oral cancer drugs;
    - Some oral anti-nausea drugs administered with chemotherapy; and
    - Some self-administered drugs in hospital outpatient settings, 
    - (If covered) Part B Step Therapy
2) Minimum copay for selected covered drugs administered by durable medical equipment (DME), this includes mail order prescriptions.",DRUG,Drugs,by,IN,O
